0
29.3
58.6
87.8
117
146
176
205
234
264
293
322
351
381
410
439
468
498
527
556
586
615
644
673
703
732
761
791
820
849
878
908
937
966
995
1025
1054
1083
1113
1142
1171
1200
1230
1259
1288
1318
1347
1376
1405
1435
1464
1493
1522
1552
1581
1610
1640
1669
1698
1727
1757
1786
1815
1845
1874
1903
1932
1962
1991
2020
2049
2079
2108
2137
2167
2196
2225
2254
2284
2313
2342
2372
2401
2430
2459
2489
2518
2547
2576
2606
2635
2664
2694
2723
2752
2781
2811
2840
2869
2899
2928
